periodID,statefips,emp_combined,emp_combined_ss40,emp_combined_ss60,emp_combined_ss65,emp_combined_ss70
2020_3_8,55,0.745,-0.00568,0.00579,0.00863,0.0196
2020_3_8,56,-1.17,-0.0659,0.0586,0.0446,-0.113
2020_3_9,1,1.52,-0.0074,0.0137,0.023,-0.00871
2020_3_9,2,2.66,0.0166,-0.00421,-0.00154,0.151
2020_3_9,4,2.47,0.0252,0.00844,0.0203,0.0213
2020_3_9,5,1.47,-0.00361,0.0258,.,0.0723
2020_3_9,6,2.45,0.0082,0.0143,0.033,0.0354
2020_3_9,8,1.81,-0.00718,0.0272,0.028,0.00567
2020_3_9,9,0.753,0.00291,-0.00651,-0.0000198,0.017
2020_3_9,10,2.13,0.029,0.0356,0.0236,-0.0305
2020_3_9,12,2.04,0.0179,0.0124,0.00673,0.0427
2020_3_9,13,0.454,0.00946,-0.00562,0.00688,-0.00795
2020_3_9,15,-4.03,0.0251,0.0563,0.00383,-0.0261
2020_3_9,16,6.71,0.0171,0.0421,0.202,0.0693
2020_3_9,17,1.44,0.00593,0.0269,0.0169,0.0205
2020_3_9,18,0.636,0.00994,-0.0103,0.0309,0.00554
2020_3_9,19,1.65,0.041,0.0227,-0.00872,0.0151
2020_3_9,20,0.685,-0.0353,0.0141,0.0287,0.031
2020_3_9,21,1.13,0.00322,0.0228,0.0194,0.00513
2020_3_9,22,0.494,-0.013,-7.50E-04,0.0314,0.00267
2020_3_9,23,0.762,-0.00487,0.0168,0.0321,-0.00736
2020_3_9,24,1.04,-0.0133,0.00194,0.0235,0.0171
2020_3_9,25,0.443,-0.00574,0.00548,0.00912,-0.00311
2020_3_9,26,1.02,-0.00196,0.0123,-0.000173,0.0165
2020_3_9,27,0.675,0.015,-0.00481,0.0226,-0.00138
2020_3_9,28,-0.375,-0.0106,0.00503,-0.0168,-0.0123
2020_3_9,29,1.49,0.0328,-6.75E-05,0.00105,0.034
2020_3_9,30,-0.592,0.01,-0.0251,-0.00848,0.0591
2020_3_9,31,-0.679,-0.017,3.88E-04,-0.0611,-0.0633
2020_3_9,32,2.02,-0.000311,-0.00154,0.0492,0.0236
2020_3_9,33,0.302,0.0044,-2.39E-04,0.00604,-0.00486
2020_3_9,34,1.14,0.00918,0.0182,0.00696,-0.00219
2020_3_9,35,4.85,0.0235,0.0483,0.0249,0.0379
2020_3_9,36,0.982,0.00418,0.00753,0.0173,0.0146
2020_3_9,37,1.58,0.00458,0.0142,0.0263,0.0156
2020_3_9,38,2.56,0.0193,0.0021,-0.0265,.
2020_3_9,39,1.7,-0.00611,0.0328,0.0199,0.0019
2020_3_9,40,0.271,0.0106,0.021,-0.00862,-0.0114
2020_3_9,41,0.814,-0.0181,-0.0226,0.0268,0.0117
2020_3_9,42,1.34,0.00619,0.0121,0.019,0.0187
2020_3_9,44,0.418,0.0075,-0.00433,0.0171,-0.0142
2020_3_9,45,0.264,0.0186,-0.00168,0.0124,-0.00171
2020_3_9,46,0.786,.,0.00186,.,-0.00197
2020_3_9,47,1.16,0.0025,0.0172,0.00582,0.0184
2020_3_9,48,2.2,0.0106,0.0151,0.029,0.0239
2020_3_9,49,-0.186,-0.0089,-0.0245,0.0426,-0.0309
2020_3_9,50,-1.29,-0.0344,-0.00425,0.0362,-0.0278
2020_3_9,51,1.09,-0.00969,0.0306,0.0208,-0.0366
2020_3_9,53,1.78,0.00847,0.0232,0.0138,0.0223
2020_3_9,54,-1.19,-0.013,-0.04,0.00257,0.0275
2020_3_9,55,0.681,-0.00633,0.00471,0.00796,0.0184
2020_3_9,56,-1.19,-0.0659,0.0591,0.0451,-0.119
2020_3_10,1,1.45,-0.00958,0.0132,0.0233,-0.0107
2020_3_10,2,3.28,0.017,-0.00227,-0.003,0.181
2020_3_10,4,2.46,0.0255,0.00843,0.0197,0.0192
2020_3_10,5,1.47,-0.00351,0.0267,.,0.0715
2020_3_10,6,2.34,0.00729,0.0136,0.0325,0.0316
2020_3_10,8,1.74,-0.00828,0.0271,0.027,0.00267
2020_3_10,9,0.717,0.00247,-0.00647,-0.000578,0.0148
2020_3_10,10,2.06,0.0287,0.0362,0.0229,-0.0326
2020_3_10,12,1.97,0.0174,0.0119,0.00535,0.0419
2020_3_10,13,0.325,0.00887,-0.00641,0.00534,-0.0122
2020_3_10,15,-4.03,0.0248,0.0554,0.0038,-0.0252
2020_3_10,16,6.62,0.0164,0.0444,0.202,0.0655
2020_3_10,17,1.33,0.00517,0.0267,0.0153,0.0156
2020_3_10,18,0.562,0.00989,-0.0108,0.0302,0.00374
2020_3_10,19,1.64,0.0417,0.023,-0.00843,0.0138
2020_3_10,20,0.655,-0.0356,0.0172,0.0277,0.0289
2020_3_10,21,1.12,0.00367,0.0228,0.0193,0.00312
2020_3_10,22,0.374,-0.0144,-0.00129,0.0303,-0.000874
2020_3_10,23,0.691,-0.00551,0.0166,0.0308,-0.00998
2020_3_10,24,1,-0.0135,0.00237,0.0227,0.0153
2020_3_10,25,0.366,-0.00644,0.00562,0.00816,-0.00618
2020_3_10,26,0.949,-0.0024,0.011,-0.000741,0.014
2020_3_10,27,0.579,0.014,-0.00649,0.0219,-0.00281
2020_3_10,28,-0.427,-0.00796,0.00533,-0.0186,-0.0159
2020_3_10,29,1.45,0.0325,-4.43E-05,-0.0012,0.0326
2020_3_10,30,-0.728,0.00918,-0.0248,-0.00905,0.0585
2020_3_10,31,-0.696,-0.017,-5.71E-04,-0.0613,-0.0642
2020_3_10,32,1.91,0.000303,-0.00591,0.0522,0.0224
2020_3_10,33,0.282,0.00467,-7.98E-05,0.00488,-0.00632
2020_3_10,34,1.05,0.0087,0.0185,0.00543,-0.00511
2020_3_10,35,4.81,0.0221,0.048,0.0248,0.0382
2020_3_10,36,0.854,0.00323,0.00698,0.0159,0.0103
2020_3_10,37,1.51,0.00438,0.014,0.0259,0.013
2020_3_10,38,2.49,0.0196,0.00126,-0.029,.
2020_3_10,39,1.63,-0.00692,0.0329,0.0184,-0.00187
2020_3_10,40,0.183,0.0103,0.0211,-0.00905,-0.0155
2020_3_10,41,0.662,-0.0192,-0.0246,0.026,0.00839
2020_3_10,42,1.27,0.00539,0.0118,0.0189,0.0155
2020_3_10,44,0.256,0.00681,-0.00468,0.0148,-0.0199
2020_3_10,45,0.156,0.0176,-0.0028,0.012,-0.0051
2020_3_10,46,0.891,.,0.00174,.,-0.00183
2020_3_10,47,1.09,0.00201,0.017,0.00523,0.0165
2020_3_10,48,2.12,0.00943,0.0146,0.0283,0.0225
2020_3_10,49,-0.309,-0.0101,-0.0263,0.0407,-0.0326
2020_3_10,50,-1.32,-0.0345,-0.00392,0.0344,-0.0281
2020_3_10,51,1.05,-0.01,0.0312,0.0197,-0.0381
2020_3_10,53,1.65,0.00789,0.0215,0.0121,0.0193
2020_3_10,54,-1.28,-0.0129,-0.0439,0.00407,0.0254
2020_3_10,55,0.601,-0.00717,0.00364,0.00717,0.0164
2020_3_10,56,-1.22,-0.0664,0.0601,0.0454,-0.126
2020_3_11,1,1.36,-0.0117,0.0125,0.0236,-0.0136
2020_3_11,2,3.84,0.0174,-4.34E-04,-0.00484,0.209
2020_3_11,4,2.42,0.0257,0.00825,0.0189,0.0166
2020_3_11,5,1.46,-0.0034,0.0275,.,0.0701
2020_3_11,6,2.19,0.00604,0.0127,0.0315,0.027
2020_3_11,8,1.65,-0.00937,0.0269,0.0257,-0.00125
2020_3_11,9,0.642,0.00167,-0.0065,-0.00159,0.0112
2020_3_11,10,1.96,0.0285,0.0366,0.0219,-0.0356
2020_3_11,12,1.86,0.0165,0.0112,0.00386,0.0403
2020_3_11,13,0.18,0.008,-0.00717,0.00367,-0.017
2020_3_11,15,-4.03,0.0241,0.0547,0.00357,-0.0239
2020_3_11,16,6.47,0.0154,0.0463,0.202,0.0598
2020_3_11,17,1.18,0.00436,0.0263,0.0137,0.00986
2020_3_11,18,0.472,0.00993,-0.0114,0.0295,0.00114
2020_3_11,19,1.6,0.042,0.0234,-0.0085,0.012
2020_3_11,20,0.6,-0.0358,0.0201,0.0263,0.0257
2020_3_11,21,1.1,0.00392,0.0228,0.0191,0.000831
2020_3_11,22,0.213,-0.0162,-0.00205,0.0289,-0.00555
2020_3_11,23,0.586,-0.00631,0.0163,0.0291,-0.0136
2020_3_11,24,0.926,-0.0138,0.00241,0.0217,0.0123
2020_3_11,25,0.243,-0.00748,0.00561,0.00666,-0.0107
2020_3_11,26,0.846,-0.00298,0.00952,-0.00163,0.0104
2020_3_11,27,0.463,0.0129,-0.00814,0.0209,-0.0049
2020_3_11,28,-0.493,-0.00552,0.00547,-0.0208,-0.0193
2020_3_11,29,1.39,0.0322,-1.23E-04,-0.00329,0.0308
2020_3_11,30,-0.881,0.00833,-0.0248,-0.0102,0.057
2020_3_11,31,-0.727,-0.017,-0.00172,-0.0618,-0.0657
2020_3_11,32,1.74,0.000421,-0.0108,0.0546,0.02
2020_3_11,33,0.232,0.00472,-4.33E-05,0.00337,-0.00853
2020_3_11,34,0.919,0.008,0.0185,0.0035,-0.00901
2020_3_11,35,4.74,0.0205,0.0476,0.0248,0.0377
2020_3_11,36,0.679,0.00196,0.00614,0.0142,0.00457
2020_3_11,37,1.43,0.00412,0.0135,0.0254,0.00942
2020_3_11,38,2.38,0.0196,2.51E-04,-0.0315,.
2020_3_11,39,1.53,-0.00788,0.0327,0.0167,-0.00671
2020_3_11,40,0.0766,0.00983,0.0211,-0.00953,-0.0203
2020_3_11,41,0.482,-0.0205,-0.0266,0.025,0.00414
2020_3_11,42,1.17,0.00438,0.0113,0.0185,0.0112
2020_3_11,44,0.0451,0.00568,-0.00512,0.0119,-0.0271
2020_3_11,45,0.0393,0.0167,-0.00395,0.0116,-0.00912
2020_3_11,46,0.988,.,0.00159,.,-0.00145
2020_3_11,47,1,0.00126,0.0165,0.0046,0.0141
2020_3_11,48,2.02,0.00809,0.0139,0.0272,0.0201
2020_3_11,49,-0.443,-0.0112,-0.0281,0.0388,-0.0345
2020_3_11,50,-1.38,-0.0346,-0.00396,0.0314,-0.0293
2020_3_11,51,0.979,-0.0104,0.0316,0.0184,-0.0406
2020_3_11,53,1.5,0.0072,0.0196,0.0102,0.0159
2020_3_11,54,-1.39,-0.0133,-0.0478,0.00536,0.0229
2020_3_11,55,0.498,-0.00827,0.00256,0.00623,0.0134
2020_3_11,56,-1.23,-0.067,0.0615,0.0455,-0.132
2020_3_12,1,1.25,-0.0136,0.0115,0.0238,-0.0174
2020_3_12,2,4.26,0.0175,0.00135,-0.0073,0.232
2020_3_12,4,2.35,0.0257,0.00784,0.0178,0.0132
2020_3_12,5,1.43,-0.00336,0.0281,.,0.0681
2020_3_12,6,2,0.00436,0.0115,0.0301,0.0214
2020_3_12,8,1.53,-0.0105,0.0264,0.0242,-0.00613
2020_3_12,9,0.519,0.000388,-0.00664,-0.00313,0.0059
2020_3_12,10,1.83,0.0282,0.0369,0.0207,-0.0395
2020_3_12,12,1.73,0.0153,0.0102,0.0022,0.0378
2020_3_12,13,0.0155,0.00677,-0.00794,0.00188,-0.0224
2020_3_12,15,-4.02,0.023,0.0541,0.00321,-0.0223
2020_3_12,16,6.24,0.0141,0.0474,0.201,0.0515
2020_3_12,17,1.02,0.00349,0.0255,0.012,0.00319
2020_3_12,18,0.363,0.01,-0.0121,0.0286,-0.00243
2020_3_12,19,1.55,0.042,0.0237,-0.00879,0.00949
2020_3_12,20,0.519,-0.0361,0.023,0.0243,0.0215
2020_3_12,21,1.06,0.00381,0.0225,0.0187,-0.00198
2020_3_12,22,0.00257,-0.0182,-0.00313,0.0271,-0.0116
2020_3_12,23,0.44,-0.00738,0.016,0.0269,-0.0184
2020_3_12,24,0.811,-0.0144,0.00207,0.0204,0.00778
2020_3_12,25,0.0646,-0.00888,0.00539,0.00458,-0.017
2020_3_12,26,0.709,-0.00371,0.00784,-0.00295,0.00542
2020_3_12,27,0.321,0.0116,-0.00976,0.0196,-0.00785
2020_3_12,28,-0.588,-0.00374,0.00545,-0.0234,-0.0231
2020_3_12,29,1.32,0.0319,-3.45E-04,-0.00518,0.0283
2020_3_12,30,-1.06,0.00756,-0.0253,-0.0119,0.0543
2020_3_12,31,-0.778,-0.017,-0.00301,-0.0624,-0.0678
2020_3_12,32,1.51,-0.000256,-0.016,0.0562,0.0164
2020_3_12,33,0.137,0.00443,-2.31E-04,0.00153,-0.0118
2020_3_12,34,0.744,0.00702,0.0183,0.00111,-0.0141
2020_3_12,35,4.63,0.0186,0.047,0.0248,0.0362
2020_3_12,36,0.449,0.000316,0.00499,0.0119,-0.00298
2020_3_12,37,1.31,0.00378,0.0127,0.0248,0.00495
2020_3_12,38,2.21,0.0194,-0.00102,-0.034,.
2020_3_12,39,1.39,-0.00904,0.0323,0.0147,-0.0128
2020_3_12,40,-0.0536,0.00897,0.0209,-0.0101,-0.026
2020_3_12,41,0.268,-0.0222,-0.0285,0.0239,-0.00126
2020_3_12,42,1.03,0.00315,0.0107,0.0179,0.0056
2020_3_12,44,-0.228,0.004,-0.00566,0.00827,-0.0362
2020_3_12,45,-0.0869,0.0156,-0.00512,0.0112,-0.0138
2020_3_12,46,1.07,.,0.00144,.,-0.000793
2020_3_12,47,0.884,0.000214,0.0157,0.00385,0.0112
2020_3_12,48,1.89,0.00667,0.0131,0.0259,0.0167
2020_3_12,49,-0.597,-0.0123,-0.0301,0.0369,-0.0368
2020_3_12,50,-1.49,-0.035,-0.00446,0.0274,-0.032
2020_3_12,51,0.873,-0.0109,0.0317,0.0167,-0.0445
2020_3_12,53,1.33,0.00639,0.0175,0.00796,0.0121
2020_3_12,54,-1.52,-0.0142,-0.0516,0.00634,0.0199
2020_3_12,55,0.368,-0.00967,0.00149,0.00509,0.00921
2020_3_12,56,-1.26,-0.068,0.063,0.0454,-0.138
2020_3_13,1,1.11,-0.0155,0.01,0.0236,-0.0223
2020_3_13,2,4.52,0.0181,0.00301,-0.0104,0.248
2020_3_13,4,2.24,0.0252,0.00704,0.0166,0.00882
2020_3_13,5,1.36,-0.00368,0.0285,.,0.0652
2020_3_13,6,1.74,0.00207,0.00981,0.0281,0.0147
2020_3_13,8,1.37,-0.0118,0.0256,0.0223,-0.0121
2020_3_13,9,0.329,-0.00155,-0.00706,-0.00535,-0.00148
2020_3_13,10,1.67,0.0278,0.0368,0.0192,-0.0446
2020_3_13,12,1.55,0.0135,0.00882,0.000253,0.0343
2020_3_13,13,-0.18,0.00496,-0.00888,-0.0000796,-0.0284
2020_3_13,15,-4.04,0.0213,0.0528,0.00256,-0.02
2020_3_13,16,5.91,0.0119,0.0474,0.199,0.0399
2020_3_13,17,0.817,0.00242,0.0242,0.0101,-0.00449
2020_3_13,18,0.222,0.0101,-0.013,0.0276,-0.00705
2020_3_13,19,1.45,0.0415,0.024,-0.00954,0.00615
2020_3_13,20,0.404,-0.0364,0.0256,0.0217,0.0162
2020_3_13,21,0.985,0.00321,0.022,0.0179,-0.00534
2020_3_13,22,-0.271,-0.0209,-0.00468,0.025,-0.0192
2020_3_13,23,0.234,-0.00884,0.0153,0.0242,-0.0245
2020_3_13,24,0.641,-0.0156,0.00123,0.0187,0.00152
2020_3_13,25,-0.193,-0.0108,0.00466,0.00173,-0.0254
2020_3_13,26,0.517,-0.0047,0.00578,-0.00485,-0.00128
2020_3_13,27,0.14,0.00997,-0.0115,0.0179,-0.0119
2020_3_13,28,-0.715,-0.00294,0.00523,-0.0262,-0.0271
2020_3_13,29,1.23,0.0313,-8.35E-04,-0.00679,0.0251
2020_3_13,30,-1.27,0.00644,-0.0263,-0.0141,0.0499
2020_3_13,31,-0.855,-0.0172,-0.00448,-0.0632,-0.0708
2020_3_13,32,1.2,-0.00212,-0.0215,0.0565,0.0112
2020_3_13,33,-0.0274,0.00354,-8.83E-04,-0.000831,-0.0164
2020_3_13,34,0.503,0.00557,0.0175,-0.00188,-0.0206
2020_3_13,35,4.47,0.0163,0.0461,0.0247,0.0337
2020_3_13,36,0.142,-0.00186,0.00328,0.00902,-0.0127
2020_3_13,37,1.16,0.00323,0.0114,0.0239,-0.000382
2020_3_13,38,1.97,0.0187,-0.00267,-0.0365,.
2020_3_13,39,1.2,-0.0105,0.0314,0.0122,-0.0203
2020_3_13,40,-0.22,0.00749,0.0202,-0.0108,-0.0328
2020_3_13,41,-7.64E-04,-0.0244,-0.0306,0.0222,-0.00806
2020_3_13,42,0.836,0.00155,0.00953,0.0169,-0.00154
2020_3_13,44,-0.591,0.00149,-0.00656,0.0038,-0.0476
2020_3_13,45,-0.227,0.0145,-0.0064,0.0108,-0.0192
2020_3_13,46,1.12,.,0.00112,.,0.000357
2020_3_13,47,0.729,-0.00121,0.0144,0.00287,0.00741
2020_3_13,48,1.72,0.00498,0.0121,0.0243,0.0119
2020_3_13,49,-0.784,-0.0139,-0.0322,0.035,-0.0394
2020_3_13,50,-1.68,-0.0356,-0.00574,0.0221,-0.0369
2020_3_13,51,0.708,-0.0117,0.0313,0.0148,-0.0503
2020_3_13,53,1.13,0.00534,0.0151,0.00532,0.00766
2020_3_13,54,-1.66,-0.0153,-0.0551,0.00693,0.0167
2020_3_13,55,0.199,-0.0115,2.58E-04,0.00366,0.00363
2020_3_13,56,-1.31,-0.0696,0.0644,0.045,-0.144
2020_3_14,1,0.928,-0.0173,0.00789,0.0229,-0.0284
2020_3_14,2,4.54,0.0185,0.00433,-0.0143,0.255
2020_3_14,4,2.06,0.0241,0.00585,0.0151,0.00297
2020_3_14,5,1.26,-0.00422,0.0284,.,0.0613
2020_3_14,6,1.42,-0.000965,0.00758,0.0253,0.00653
2020_3_14,8,1.16,-0.0134,0.0243,0.0201,-0.0193
2020_3_14,9,0.0591,-0.00427,-0.00781,-0.00833,-0.0113
2020_3_14,10,1.46,0.0275,0.0362,0.0174,-0.051
2020_3_14,12,1.31,0.0111,0.007,-0.00203,0.0293
2020_3_14,13,-0.411,0.00262,-0.0101,-0.00224,-0.0351
2020_3_14,15,-4.08,0.0194,0.0509,0.0018,-0.0179
2020_3_14,16,5.46,0.00955,0.046,0.196,0.0246
2020_3_14,17,0.574,0.00104,0.0223,0.00813,-0.0134
2020_3_14,18,0.0447,0.0102,-0.0141,0.0262,-0.0129
2020_3_14,19,1.31,0.0403,0.0239,-0.0106,0.00192
2020_3_14,20,0.253,-0.0369,0.0277,0.0184,0.00978
2020_3_14,21,0.865,0.00179,0.0213,0.0167,-0.00953
2020_3_14,22,-0.614,-0.024,-0.0068,0.0225,-0.0288
2020_3_14,23,-0.0418,-0.0109,0.0143,0.0207,-0.0322
2020_3_14,24,0.405,-0.0175,-1.64E-04,0.0165,-0.00682
2020_3_14,25,-0.537,-0.0133,0.0034,-0.00193,-0.0363
2020_3_14,26,0.263,-0.00609,0.00333,-0.00745,-0.01
2020_3_14,27,-0.0873,0.00796,-0.0133,0.0158,-0.0173
2020_3_14,28,-0.897,-0.00339,0.00462,-0.0297,-0.0315
2020_3_14,29,1.12,0.0306,-0.0017,-0.00821,0.0209
2020_3_14,30,-1.55,0.00447,-0.028,-0.0177,0.0435
2020_3_14,31,-0.966,-0.0174,-0.00612,-0.0644,-0.0745
2020_3_14,32,0.774,-0.00577,-0.0274,0.0551,0.00399
2020_3_14,33,-0.274,0.00196,-0.00206,-0.00371,-0.0226
2020_3_14,34,0.186,0.00347,0.0161,-0.00555,-0.0287
2020_3_14,35,4.25,0.0135,0.0451,0.0243,0.0299
2020_3_14,36,-0.254,-0.00471,9.86E-04,0.00536,-0.0247
2020_3_14,37,0.961,0.0024,0.00966,0.0227,-0.00674
2020_3_14,38,1.65,0.0174,-0.00474,-0.0394,.
2020_3_14,39,0.949,-0.0123,0.0301,0.0093,-0.0295
2020_3_14,40,-0.422,0.0056,0.0191,-0.0117,-0.041
2020_3_14,41,-0.332,-0.0271,-0.033,0.0201,-0.0165
2020_3_14,42,0.585,-0.000495,0.00792,0.0155,-0.0105
2020_3_14,44,-1.06,-0.00193,-0.00787,-0.00167,-0.0617
2020_3_14,45,-0.387,0.0133,-0.00782,0.0103,-0.0253
2020_3_14,46,1.15,.,0.00104,.,0.00204
2020_3_14,47,0.527,-0.00319,0.0125,0.00133,0.00284
2020_3_14,48,1.5,0.00306,0.0107,0.0223,0.00542
2020_3_14,49,-1.02,-0.0157,-0.0346,0.0331,-0.0427
2020_3_14,50,-1.97,-0.0364,-0.00791,0.0156,-0.0446
2020_3_14,51,0.475,-0.0129,0.0303,0.0124,-0.0582
2020_3_14,53,0.875,0.00396,0.0121,0.00211,0.0025
2020_3_14,54,-1.82,-0.0171,-0.0583,0.00682,0.0127
2020_3_14,55,-0.016,-0.0138,-0.00111,0.00193,-0.00357
2020_3_14,56,-1.38,-0.0714,0.0657,0.0439,-0.15
2020_3_15,1,0.708,-0.019,0.00529,0.0217,-0.0357
2020_3_15,2,4.31,0.0186,0.00535,-0.0191,0.251
2020_3_15,4,1.83,0.0226,0.00423,0.013,-0.00435
2020_3_15,5,1.12,-0.00496,0.0279,.,0.0564
2020_3_15,6,1.01,-0.00469,0.00478,0.0216,-0.00317
2020_3_15,8,0.896,-0.0152,0.0225,0.0174,-0.0277
2020_3_15,9,-0.294,-0.00777,-0.00892,-0.0121,-0.0237
2020_3_15,10,1.21,0.027,0.0352,0.0153,-0.0587
2020_3_15,12,1.02,0.00823,0.00476,-0.00462,0.023
2020_3_15,13,-0.676,-0.000152,-0.0116,-0.00459,-0.0423
2020_3_15,15,-4.18,0.017,0.0484,0.000701,-0.0167
2020_3_15,16,4.9,0.00686,0.0433,0.192,0.00585
2020_3_15,17,0.294,-0.000486,0.0199,0.00593,-0.0234
2020_3_15,18,-0.17,0.0102,-0.0153,0.0246,-0.0201
2020_3_15,19,1.12,0.0388,0.0235,-0.0119,-0.00334
2020_3_15,20,0.0661,-0.0376,0.0295,0.0144,0.00239
2020_3_15,21,0.699,-0.00022,0.0203,0.0149,-0.0147
2020_3_15,22,-1.03,-0.0276,-0.00952,0.0198,-0.0402
2020_3_15,23,-0.396,-0.0135,0.0129,0.0166,-0.0416
2020_3_15,24,0.108,-0.02,-0.00211,0.0139,-0.0171
2020_3_15,25,-0.973,-0.0164,0.00155,-0.00645,-0.0497
2020_3_15,26,-0.0573,-0.00778,5.01E-04,-0.0108,-0.0211
2020_3_15,27,-0.363,0.00557,-0.0153,0.0133,-0.0242
2020_3_15,28,-1.12,-0.00494,0.00369,-0.0336,-0.0361
2020_3_15,29,0.963,0.0299,-0.00306,-0.00953,0.0156
2020_3_15,30,-1.9,0.00182,-0.0301,-0.022,0.0349
2020_3_15,31,-1.1,-0.0177,-0.00781,-0.0657,-0.0791
2020_3_15,32,0.258,-0.0108,-0.0334,0.0518,-0.00515
2020_3_15,33,-0.614,-0.000365,-0.00383,-0.00729,-0.0307
2020_3_15,34,-0.207,0.000755,0.0141,-0.0099,-0.0386
2020_3_15,35,3.98,0.0104,0.0437,0.0237,0.0247
2020_3_15,36,-0.74,-0.0082,-0.0019,0.00097,-0.0393
2020_3_15,37,0.717,0.00134,0.00737,0.0212,-0.0142
2020_3_15,38,1.25,0.0156,-0.0074,-0.0422,.
2020_3_15,39,0.637,-0.0144,0.0283,0.00596,-0.0403
2020_3_15,40,-0.669,0.00328,0.0173,-0.013,-0.0506
2020_3_15,41,-0.726,-0.0304,-0.0355,0.0174,-0.0265
2020_3_15,42,0.272,-0.00298,0.00582,0.0136,-0.0213
2020_3_15,44,-1.64,-0.00639,-0.00959,-0.00819,-0.0786
2020_3_15,45,-0.571,0.0119,-0.00937,0.00978,-0.0322
2020_3_15,46,1.14,.,8.89E-04,.,0.00403
2020_3_15,47,0.28,-0.0056,0.0101,-0.000581,-0.00273
2020_3_15,48,1.25,0.00107,0.00904,0.0201,-0.00272
2020_3_15,49,-1.29,-0.0178,-0.0371,0.0311,-0.047
2020_3_15,50,-2.37,-0.0376,-0.011,0.00795,-0.0556
2020_3_15,51,0.175,-0.0146,0.0287,0.00975,-0.0683
2020_3_15,53,0.572,0.00228,0.00868,-0.00177,-0.00358
2020_3_15,54,-2,-0.0192,-0.0611,0.00602,0.00814
2020_3_15,55,-0.274,-0.0165,-0.00266,-0.0000786,-0.0124
2020_3_15,56,-1.48,-0.0734,0.0667,0.0426,-0.155
2020_3_16,1,0.448,-0.0207,0.00228,0.0199,-0.044
2020_3_16,2,3.83,0.0183,0.00602,-0.0248,0.238
2020_3_16,4,1.53,0.0205,0.00214,0.0104,-0.0132
2020_3_16,5,0.939,-0.00591,0.0269,.,0.0503
2020_3_16,6,0.515,-0.00914,0.00137,0.0168,-0.0146
2020_3_16,8,0.578,-0.0172,0.0203,0.0143,-0.0375
2020_3_16,9,-0.737,-0.0121,-0.0105,-0.0166,-0.0389
2020_3_16,10,0.912,0.0263,0.0337,0.0129,-0.0681
2020_3_16,12,0.682,0.00491,0.00214,-0.00756,0.0152
2020_3_16,13,-0.978,-0.00332,-0.0133,-0.0072,-0.0502
2020_3_16,15,-4.34,0.0141,0.0452,-0.00093,-0.0168
2020_3_16,16,4.23,0.00381,0.0395,0.186,-0.0157
2020_3_16,17,-0.0273,-0.00219,0.017,0.00349,-0.0347
2020_3_16,18,-0.427,0.0101,-0.0167,0.0227,-0.0288
2020_3_16,19,0.896,0.0372,0.0229,-0.0137,-0.00989
2020_3_16,20,-0.158,-0.0384,0.0307,0.0098,-0.00596
2020_3_16,21,0.479,-0.00281,0.019,0.0125,-0.0212
2020_3_16,22,-1.5,-0.0317,-0.0128,0.0168,-0.0534
2020_3_16,23,-0.835,-0.0168,0.0109,0.0118,-0.0531
2020_3_16,24,-0.252,-0.0231,-0.00461,0.0108,-0.0292
2020_3_16,25,-1.51,-0.0201,-9.19E-04,-0.0119,-0.0658
2020_3_16,26,-0.451,-0.00983,-0.00276,-0.0149,-0.0344
2020_3_16,27,-0.694,0.00276,-0.0176,0.0102,-0.0329
2020_3_16,28,-1.37,-0.00753,0.00248,-0.0377,-0.041
2020_3_16,29,0.767,0.029,-0.00499,-0.0108,0.00892
2020_3_16,30,-2.31,-0.00193,-0.0326,-0.027,0.0241
2020_3_16,31,-1.27,-0.0181,-0.0095,-0.0674,-0.0847
2020_3_16,32,-0.357,-0.0171,-0.0396,0.0466,-0.0162
2020_3_16,33,-1.06,-0.00354,-0.00619,-0.0117,-0.0409
2020_3_16,34,-0.68,-0.00263,0.0115,-0.015,-0.0503
2020_3_16,35,3.64,0.00692,0.0417,0.0228,0.0181
2020_3_16,36,-1.32,-0.0124,-0.00541,-0.0042,-0.0564
2020_3_16,37,0.425,0.0000174,0.00455,0.0193,-0.0228
2020_3_16,38,0.778,0.0133,-0.0107,-0.0452,.
2020_3_16,39,0.261,-0.017,0.0261,0.00214,-0.0528
2020_3_16,40,-0.963,0.000528,0.0148,-0.0146,-0.0614
2020_3_16,41,-1.18,-0.0342,-0.0384,0.0142,-0.0383
2020_3_16,42,-0.111,-0.00599,0.0032,0.0111,-0.0343
2020_3_16,44,-2.35,-0.012,-0.0118,-0.0159,-0.0987
2020_3_16,45,-0.788,0.0104,-0.0111,0.00916,-0.0403
2020_3_16,46,1.1,.,6.00E-04,.,0.00578
2020_3_16,47,-0.014,-0.00844,0.00719,-0.0029,-0.00943
2020_3_16,48,0.939,-0.00101,0.00695,0.0176,-0.0126
2020_3_16,49,-1.62,-0.0203,-0.0399,0.0289,-0.0523
2020_3_16,50,-2.88,-0.0393,-0.0149,-0.000812,-0.0702
2020_3_16,51,-0.193,-0.0167,0.0264,0.00672,-0.0806
2020_3_16,53,0.207,0.000269,0.00477,-0.00645,-0.0109
2020_3_16,54,-2.21,-0.0217,-0.0636,0.00451,0.00272
2020_3_16,55,-0.577,-0.0197,-0.00445,-0.00236,-0.0228
2020_3_16,56,-1.6,-0.0756,0.0674,0.0411,-0.161
