periodID,statefips,emp_combined,emp_combined_ss40,emp_combined_ss60,emp_combined_ss65,emp_combined_ss70
2020_4_29,44,-32.6,-0.31,-0.166,-0.351,-0.683
2020_4_29,45,-21.8,-0.167,-0.146,-0.134,-0.532
2020_4_29,46,-11,.,-0.0871,.,-0.375
2020_4_29,47,-17.3,-0.164,-0.123,-0.163,-0.416
2020_4_29,48,-17,-0.141,-0.135,-0.166,-0.407
2020_4_29,49,-17.3,-0.195,-0.12,-0.0678,-0.379
2020_4_29,50,-33.6,-0.241,-0.261,-0.265,-0.658
2020_4_29,51,-19.9,-0.159,-0.113,-0.238,-0.567
2020_4_29,53,-23.3,-0.187,-0.144,-0.338,-0.465
2020_4_29,54,-19.3,-0.268,-0.159,-0.138,-0.391
2020_4_29,55,-17.5,-0.149,-0.13,-0.153,-0.511
2020_4_29,56,-11.3,-0.136,-0.0729,-0.0628,-0.315
2020_4_30,1,-19.2,-0.215,-0.144,-0.201,-0.392
2020_4_30,2,-25.9,-0.156,-0.12,-0.255,-0.578
2020_4_30,4,-16.8,-0.139,-0.114,-0.157,-0.491
2020_4_30,5,-15,-0.0706,-0.0601,.,-0.456
2020_4_30,6,-22.5,-0.226,-0.149,-0.232,-0.481
2020_4_30,8,-17.9,-0.189,-0.136,-0.161,-0.471
2020_4_30,9,-23,-0.259,-0.142,-0.267,-0.566
2020_4_30,10,-20.5,-0.131,-0.0905,-0.214,-0.588
2020_4_30,12,-18.9,-0.17,-0.104,-0.178,-0.495
2020_4_30,13,-20,-0.159,-0.136,-0.208,-0.497
2020_4_30,15,-40.8,-0.309,-0.219,-0.366,-0.616
2020_4_30,16,-12.6,-0.0772,-0.119,-0.0187,-0.372
2020_4_30,17,-16.6,-0.125,-0.113,-0.157,-0.504
2020_4_30,18,-19.5,-0.14,-0.0919,-0.144,-0.44
2020_4_30,19,-20,-0.155,-0.0727,-0.201,-0.48
2020_4_30,20,-16.2,-0.146,-0.0575,-0.191,-0.309
2020_4_30,21,-20.5,-0.198,-0.0988,-0.214,-0.392
2020_4_30,22,-23,-0.235,-0.176,-0.169,-0.497
2020_4_30,23,-20.9,-0.187,-0.0563,-0.204,-0.513
2020_4_30,24,-21.3,-0.202,-0.176,-0.232,-0.495
2020_4_30,25,-26.9,-0.273,-0.143,-0.296,-0.601
2020_4_30,26,-33.7,-0.334,-0.246,-0.352,-0.606
2020_4_30,27,-21,-0.162,-0.144,-0.194,-0.594
2020_4_30,28,-18.1,-0.139,-0.127,-0.272,-0.261
2020_4_30,29,-14.7,-0.104,-0.115,-0.125,-0.408
2020_4_30,30,-24.3,-0.167,-0.262,-0.263,-0.395
2020_4_30,31,-9.45,-0.0854,-0.0631,-0.201,-0.275
2020_4_30,32,-28,-0.242,-0.201,-0.201,-0.599
2020_4_30,33,-26.7,-0.234,-0.155,-0.309,-0.57
2020_4_30,34,-26.5,-0.26,-0.153,-0.323,-0.499
2020_4_30,35,-23.7,-0.256,-0.143,-0.164,-0.5
2020_4_30,36,-29.5,-0.302,-0.197,-0.292,-0.57
2020_4_30,37,-21,-0.148,-0.173,-0.176,-0.542
2020_4_30,38,-26.3,-0.146,-0.731,-0.276,.
2020_4_30,39,-22.2,-0.213,-0.118,-0.261,-0.491
2020_4_30,40,-12.9,-0.12,-0.0435,-0.144,-0.347
2020_4_30,41,-22.1,-0.214,-0.154,-0.205,-0.487
2020_4_30,42,-23.9,-0.227,-0.148,-0.205,-0.612
2020_4_30,44,-32.2,-0.305,-0.162,-0.349,-0.677
2020_4_30,45,-21.5,-0.163,-0.145,-0.131,-0.527
2020_4_30,46,-10.9,.,-0.0858,.,-0.376
2020_4_30,47,-17,-0.161,-0.122,-0.16,-0.41
2020_4_30,48,-16.8,-0.14,-0.134,-0.163,-0.401
2020_4_30,49,-17.2,-0.195,-0.119,-0.0665,-0.375
2020_4_30,50,-33.4,-0.238,-0.258,-0.267,-0.654
2020_4_30,51,-19.8,-0.158,-0.112,-0.235,-0.563
2020_4_30,53,-23.1,-0.186,-0.143,-0.336,-0.461
2020_4_30,54,-19.2,-0.264,-0.16,-0.136,-0.387
2020_4_30,55,-17.4,-0.147,-0.129,-0.153,-0.506
2020_4_30,56,-11.3,-0.136,-0.079,-0.0594,-0.315
2020_5_1,1,-19.2,-0.213,-0.153,-0.199,-0.387
2020_5_1,2,-25.6,-0.155,-0.117,-0.252,-0.571
2020_5_1,4,-16.6,-0.138,-0.112,-0.154,-0.488
2020_5_1,5,-14.7,-0.0697,-0.059,.,-0.447
2020_5_1,6,-22.3,-0.224,-0.148,-0.231,-0.478
2020_5_1,8,-17.7,-0.187,-0.136,-0.157,-0.468
2020_5_1,9,-22.7,-0.256,-0.14,-0.264,-0.562
2020_5_1,10,-20.3,-0.127,-0.09,-0.212,-0.584
2020_5_1,12,-18.6,-0.168,-0.102,-0.174,-0.492
2020_5_1,13,-19.6,-0.156,-0.134,-0.203,-0.491
2020_5_1,15,-40.6,-0.309,-0.218,-0.365,-0.611
2020_5_1,16,-12.5,-0.0757,-0.119,-0.0203,-0.373
2020_5_1,17,-16.4,-0.123,-0.112,-0.157,-0.499
2020_5_1,18,-19.1,-0.135,-0.0907,-0.14,-0.433
2020_5_1,19,-19.8,-0.153,-0.0726,-0.198,-0.477
2020_5_1,20,-16,-0.145,-0.0568,-0.185,-0.306
2020_5_1,21,-20.3,-0.196,-0.0976,-0.211,-0.39
2020_5_1,22,-22.9,-0.233,-0.177,-0.167,-0.494
2020_5_1,23,-20.4,-0.184,-0.05,-0.2,-0.505
2020_5_1,24,-21.2,-0.2,-0.176,-0.23,-0.492
2020_5_1,25,-26.7,-0.27,-0.141,-0.293,-0.596
2020_5_1,26,-33.3,-0.331,-0.243,-0.349,-0.601
2020_5_1,27,-20.8,-0.16,-0.143,-0.193,-0.589
2020_5_1,28,-17.8,-0.136,-0.125,-0.266,-0.258
2020_5_1,29,-14.4,-0.102,-0.112,-0.122,-0.401
2020_5_1,30,-23.9,-0.165,-0.255,-0.251,-0.385
2020_5_1,31,-9.24,-0.0847,-0.0627,-0.195,-0.268
2020_5_1,32,-27.8,-0.239,-0.199,-0.196,-0.596
2020_5_1,33,-26.3,-0.23,-0.15,-0.303,-0.565
2020_5_1,34,-26.2,-0.257,-0.152,-0.32,-0.495
2020_5_1,35,-23.6,-0.254,-0.143,-0.164,-0.498
2020_5_1,36,-29.2,-0.299,-0.195,-0.29,-0.566
2020_5_1,37,-20.7,-0.147,-0.172,-0.173,-0.536
2020_5_1,38,-25.5,-0.145,-0.73,-0.28,.
2020_5_1,39,-21.9,-0.209,-0.116,-0.256,-0.487
2020_5_1,40,-12.7,-0.117,-0.0419,-0.141,-0.34
2020_5_1,41,-22,-0.213,-0.154,-0.204,-0.483
2020_5_1,42,-23.6,-0.224,-0.145,-0.203,-0.609
2020_5_1,44,-31.9,-0.3,-0.158,-0.346,-0.671
2020_5_1,45,-21.2,-0.159,-0.143,-0.128,-0.521
2020_5_1,46,-10.8,.,-0.0845,.,-0.377
2020_5_1,47,-16.7,-0.158,-0.122,-0.156,-0.404
2020_5_1,48,-16.5,-0.139,-0.132,-0.159,-0.394
2020_5_1,49,-17.1,-0.195,-0.119,-0.0655,-0.371
2020_5_1,50,-33.2,-0.235,-0.256,-0.269,-0.651
2020_5_1,51,-19.6,-0.156,-0.111,-0.231,-0.559
2020_5_1,53,-22.9,-0.185,-0.142,-0.333,-0.457
2020_5_1,54,-19.1,-0.26,-0.16,-0.134,-0.382
2020_5_1,55,-17.3,-0.146,-0.127,-0.153,-0.501
2020_5_1,56,-11.4,-0.135,-0.0857,-0.0566,-0.318
2020_5_2,1,-19.2,-0.211,-0.16,-0.197,-0.382
2020_5_2,2,-25.3,-0.153,-0.115,-0.249,-0.564
2020_5_2,4,-16.4,-0.137,-0.11,-0.151,-0.484
2020_5_2,5,-14.5,-0.0688,-0.0578,.,-0.439
2020_5_2,6,-22.2,-0.223,-0.147,-0.229,-0.475
2020_5_2,8,-17.5,-0.184,-0.135,-0.154,-0.464
2020_5_2,9,-22.4,-0.253,-0.137,-0.261,-0.558
2020_5_2,10,-20.1,-0.124,-0.0894,-0.21,-0.58
2020_5_2,12,-18.3,-0.166,-0.1,-0.169,-0.489
2020_5_2,13,-19.3,-0.153,-0.132,-0.198,-0.485
2020_5_2,15,-40.3,-0.308,-0.217,-0.362,-0.606
2020_5_2,16,-12.4,-0.0739,-0.119,-0.0223,-0.375
2020_5_2,17,-16.3,-0.121,-0.11,-0.157,-0.493
2020_5_2,18,-18.8,-0.13,-0.0893,-0.136,-0.426
2020_5_2,19,-19.6,-0.151,-0.0727,-0.194,-0.472
2020_5_2,20,-15.9,-0.143,-0.0562,-0.178,-0.303
2020_5_2,21,-20.1,-0.194,-0.0964,-0.207,-0.387
2020_5_2,22,-22.7,-0.23,-0.177,-0.166,-0.491
2020_5_2,23,-19.9,-0.181,-0.0446,-0.196,-0.497
2020_5_2,24,-21.1,-0.198,-0.176,-0.229,-0.488
2020_5_2,25,-26.4,-0.268,-0.14,-0.291,-0.591
2020_5_2,26,-32.9,-0.327,-0.239,-0.345,-0.595
2020_5_2,27,-20.6,-0.159,-0.142,-0.19,-0.584
2020_5_2,28,-17.5,-0.133,-0.122,-0.259,-0.254
2020_5_2,29,-14.1,-0.0992,-0.109,-0.118,-0.393
2020_5_2,30,-23.4,-0.163,-0.247,-0.24,-0.373
2020_5_2,31,-9.03,-0.0839,-0.0622,-0.188,-0.26
2020_5_2,32,-27.6,-0.236,-0.197,-0.191,-0.594
2020_5_2,33,-25.8,-0.225,-0.146,-0.298,-0.56
2020_5_2,34,-26,-0.254,-0.151,-0.318,-0.49
2020_5_2,35,-23.5,-0.25,-0.142,-0.164,-0.495
2020_5_2,36,-28.9,-0.297,-0.193,-0.287,-0.561
2020_5_2,37,-20.5,-0.146,-0.172,-0.169,-0.529
2020_5_2,38,-24.7,-0.144,-0.728,-0.284,.
2020_5_2,39,-21.5,-0.204,-0.114,-0.251,-0.481
2020_5_2,40,-12.4,-0.115,-0.0403,-0.139,-0.331
2020_5_2,41,-21.8,-0.211,-0.153,-0.203,-0.478
2020_5_2,42,-23.2,-0.22,-0.143,-0.2,-0.606
2020_5_2,44,-31.5,-0.295,-0.155,-0.344,-0.665
2020_5_2,45,-20.8,-0.155,-0.142,-0.124,-0.515
2020_5_2,46,-10.7,.,-0.0832,.,-0.378
2020_5_2,47,-16.4,-0.154,-0.121,-0.152,-0.397
2020_5_2,48,-16.2,-0.138,-0.131,-0.155,-0.387
2020_5_2,49,-17.1,-0.194,-0.118,-0.0648,-0.367
2020_5_2,50,-32.9,-0.232,-0.254,-0.271,-0.647
2020_5_2,51,-19.4,-0.154,-0.109,-0.228,-0.556
2020_5_2,53,-22.6,-0.183,-0.14,-0.329,-0.452
2020_5_2,54,-18.9,-0.256,-0.161,-0.132,-0.376
2020_5_2,55,-17.2,-0.145,-0.126,-0.154,-0.496
2020_5_2,56,-11.4,-0.133,-0.0929,-0.0541,-0.324
2020_5_3,1,-19.1,-0.208,-0.165,-0.195,-0.377
2020_5_3,2,-25,-0.152,-0.112,-0.246,-0.558
2020_5_3,4,-16.2,-0.136,-0.108,-0.147,-0.48
2020_5_3,5,-14.3,-0.0678,-0.0564,.,-0.429
2020_5_3,6,-22,-0.221,-0.147,-0.228,-0.472
2020_5_3,8,-17.2,-0.181,-0.134,-0.15,-0.46
2020_5_3,9,-22.1,-0.25,-0.135,-0.257,-0.554
2020_5_3,10,-19.9,-0.121,-0.0887,-0.207,-0.575
2020_5_3,12,-18,-0.163,-0.0977,-0.165,-0.485
2020_5_3,13,-18.9,-0.15,-0.131,-0.193,-0.478
2020_5_3,15,-40,-0.306,-0.216,-0.358,-0.599
2020_5_3,16,-12.3,-0.0721,-0.119,-0.0245,-0.376
2020_5_3,17,-16.1,-0.119,-0.109,-0.157,-0.487
2020_5_3,18,-18.4,-0.125,-0.0878,-0.131,-0.419
2020_5_3,19,-19.4,-0.15,-0.0731,-0.191,-0.468
2020_5_3,20,-15.7,-0.14,-0.0558,-0.171,-0.3
2020_5_3,21,-19.9,-0.191,-0.095,-0.204,-0.383
2020_5_3,22,-22.6,-0.228,-0.177,-0.163,-0.488
2020_5_3,23,-19.5,-0.178,-0.0399,-0.193,-0.489
2020_5_3,24,-21,-0.196,-0.176,-0.227,-0.485
2020_5_3,25,-26.1,-0.265,-0.138,-0.288,-0.585
2020_5_3,26,-32.5,-0.322,-0.236,-0.342,-0.589
2020_5_3,27,-20.3,-0.157,-0.14,-0.188,-0.578
2020_5_3,28,-17.2,-0.13,-0.119,-0.252,-0.25
2020_5_3,29,-13.8,-0.0962,-0.107,-0.115,-0.385
2020_5_3,30,-22.8,-0.161,-0.239,-0.228,-0.36
2020_5_3,31,-8.82,-0.0831,-0.0616,-0.181,-0.253
2020_5_3,32,-27.3,-0.233,-0.194,-0.186,-0.592
2020_5_3,33,-25.4,-0.22,-0.142,-0.293,-0.554
2020_5_3,34,-25.7,-0.251,-0.149,-0.316,-0.486
2020_5_3,35,-23.4,-0.246,-0.14,-0.163,-0.493
2020_5_3,36,-28.6,-0.294,-0.191,-0.284,-0.556
2020_5_3,37,-20.3,-0.144,-0.171,-0.165,-0.521
2020_5_3,38,-23.8,-0.142,-0.726,-0.287,.
2020_5_3,39,-21.1,-0.2,-0.112,-0.245,-0.476
2020_5_3,40,-12.1,-0.112,-0.0386,-0.135,-0.322
2020_5_3,41,-21.6,-0.209,-0.153,-0.201,-0.474
2020_5_3,42,-22.9,-0.216,-0.141,-0.197,-0.603
2020_5_3,44,-31.1,-0.289,-0.152,-0.342,-0.659
2020_5_3,45,-20.5,-0.15,-0.14,-0.121,-0.509
2020_5_3,46,-10.6,.,-0.0821,.,-0.379
2020_5_3,47,-16.2,-0.152,-0.121,-0.149,-0.39
2020_5_3,48,-15.9,-0.136,-0.129,-0.15,-0.379
2020_5_3,49,-17,-0.193,-0.117,-0.0642,-0.362
2020_5_3,50,-32.7,-0.228,-0.252,-0.273,-0.643
2020_5_3,51,-19.2,-0.152,-0.108,-0.224,-0.552
2020_5_3,53,-22.3,-0.181,-0.138,-0.326,-0.447
2020_5_3,54,-18.8,-0.252,-0.162,-0.129,-0.37
2020_5_3,55,-17,-0.144,-0.124,-0.154,-0.49
2020_5_3,56,-11.5,-0.131,-0.1,-0.0521,-0.332
2020_5_4,1,-19.1,-0.206,-0.169,-0.192,-0.372
2020_5_4,2,-24.7,-0.15,-0.109,-0.244,-0.553
2020_5_4,4,-15.9,-0.134,-0.107,-0.143,-0.475
2020_5_4,5,-14.1,-0.0667,-0.0547,.,-0.42
2020_5_4,6,-21.8,-0.219,-0.146,-0.226,-0.469
2020_5_4,8,-17,-0.178,-0.132,-0.146,-0.456
2020_5_4,9,-21.8,-0.247,-0.133,-0.254,-0.55
2020_5_4,10,-19.7,-0.117,-0.0878,-0.204,-0.571
2020_5_4,12,-17.7,-0.161,-0.0954,-0.16,-0.48
2020_5_4,13,-18.5,-0.147,-0.129,-0.187,-0.47
2020_5_4,15,-39.6,-0.304,-0.215,-0.354,-0.591
2020_5_4,16,-12.3,-0.0702,-0.118,-0.0267,-0.377
2020_5_4,17,-15.9,-0.117,-0.108,-0.157,-0.48
2020_5_4,18,-18,-0.119,-0.0861,-0.127,-0.411
2020_5_4,19,-19.2,-0.149,-0.0738,-0.187,-0.462
2020_5_4,20,-15.4,-0.138,-0.0554,-0.163,-0.297
2020_5_4,21,-19.7,-0.189,-0.0935,-0.2,-0.38
2020_5_4,22,-22.4,-0.225,-0.176,-0.161,-0.485
2020_5_4,23,-19.1,-0.176,-0.036,-0.189,-0.481
2020_5_4,24,-20.8,-0.193,-0.177,-0.225,-0.481
2020_5_4,25,-25.8,-0.262,-0.137,-0.285,-0.58
2020_5_4,26,-32,-0.317,-0.232,-0.338,-0.583
2020_5_4,27,-20.1,-0.155,-0.139,-0.185,-0.572
2020_5_4,28,-16.8,-0.126,-0.117,-0.244,-0.246
2020_5_4,29,-13.4,-0.093,-0.105,-0.111,-0.376
2020_5_4,30,-22.2,-0.158,-0.23,-0.216,-0.345
2020_5_4,31,-8.61,-0.0823,-0.061,-0.175,-0.247
2020_5_4,32,-27,-0.23,-0.192,-0.18,-0.59
2020_5_4,33,-25,-0.216,-0.138,-0.288,-0.549
2020_5_4,34,-25.4,-0.247,-0.148,-0.313,-0.482
2020_5_4,35,-23.3,-0.241,-0.139,-0.162,-0.491
2020_5_4,36,-28.3,-0.29,-0.189,-0.282,-0.551
2020_5_4,37,-20,-0.143,-0.171,-0.161,-0.514
2020_5_4,38,-23,-0.141,-0.723,-0.289,.
2020_5_4,39,-20.7,-0.195,-0.109,-0.238,-0.47
2020_5_4,40,-11.8,-0.109,-0.0368,-0.132,-0.313
2020_5_4,41,-21.4,-0.207,-0.152,-0.199,-0.47
2020_5_4,42,-22.6,-0.212,-0.138,-0.195,-0.599
2020_5_4,44,-30.7,-0.283,-0.149,-0.339,-0.653
2020_5_4,45,-20.1,-0.145,-0.138,-0.116,-0.501
2020_5_4,46,-10.5,.,-0.081,.,-0.379
2020_5_4,47,-15.9,-0.149,-0.121,-0.145,-0.382
2020_5_4,48,-15.6,-0.134,-0.128,-0.146,-0.372
2020_5_4,49,-16.9,-0.192,-0.116,-0.0637,-0.358
2020_5_4,50,-32.5,-0.224,-0.249,-0.275,-0.639
2020_5_4,51,-18.9,-0.15,-0.106,-0.22,-0.548
2020_5_4,53,-22,-0.179,-0.136,-0.322,-0.441
2020_5_4,54,-18.6,-0.247,-0.163,-0.127,-0.364
2020_5_4,55,-16.9,-0.143,-0.123,-0.154,-0.484
2020_5_4,56,-11.6,-0.129,-0.107,-0.0503,-0.341
2020_5_5,1,-19,-0.203,-0.172,-0.189,-0.367
2020_5_5,2,-24.3,-0.148,-0.106,-0.241,-0.548
2020_5_5,4,-15.7,-0.132,-0.105,-0.139,-0.47
2020_5_5,5,-13.8,-0.0654,-0.0529,.,-0.411
2020_5_5,6,-21.6,-0.217,-0.145,-0.224,-0.465
2020_5_5,8,-16.7,-0.175,-0.131,-0.142,-0.451
2020_5_5,9,-21.5,-0.243,-0.13,-0.25,-0.546
2020_5_5,10,-19.5,-0.114,-0.0869,-0.202,-0.567
2020_5_5,12,-17.4,-0.157,-0.0929,-0.155,-0.475
2020_5_5,13,-18.2,-0.143,-0.127,-0.182,-0.462
2020_5_5,15,-39.1,-0.302,-0.214,-0.349,-0.583
2020_5_5,16,-12.2,-0.0683,-0.117,-0.0287,-0.378
2020_5_5,17,-15.7,-0.115,-0.106,-0.156,-0.474
2020_5_5,18,-17.5,-0.114,-0.0843,-0.122,-0.404
2020_5_5,19,-19,-0.149,-0.0747,-0.184,-0.457
2020_5_5,20,-15.2,-0.135,-0.0548,-0.155,-0.294
2020_5_5,21,-19.5,-0.186,-0.0918,-0.195,-0.377
2020_5_5,22,-22.2,-0.223,-0.176,-0.158,-0.482
2020_5_5,23,-18.6,-0.173,-0.0326,-0.185,-0.474
2020_5_5,24,-20.7,-0.191,-0.176,-0.223,-0.478
2020_5_5,25,-25.5,-0.259,-0.135,-0.282,-0.574
2020_5_5,26,-31.5,-0.312,-0.228,-0.334,-0.577
2020_5_5,27,-19.9,-0.153,-0.137,-0.182,-0.566
2020_5_5,28,-16.5,-0.123,-0.115,-0.236,-0.242
2020_5_5,29,-13.1,-0.0897,-0.104,-0.107,-0.367
2020_5_5,30,-21.5,-0.154,-0.221,-0.205,-0.329
2020_5_5,31,-8.41,-0.0813,-0.0602,-0.168,-0.241
2020_5_5,32,-26.7,-0.227,-0.188,-0.174,-0.589
2020_5_5,33,-24.6,-0.211,-0.134,-0.283,-0.544
2020_5_5,34,-25.2,-0.244,-0.146,-0.31,-0.477
2020_5_5,35,-23.1,-0.235,-0.137,-0.162,-0.488
2020_5_5,36,-27.9,-0.287,-0.187,-0.279,-0.546
2020_5_5,37,-19.7,-0.142,-0.17,-0.156,-0.506
2020_5_5,38,-22.2,-0.14,-0.719,-0.289,.
2020_5_5,39,-20.3,-0.19,-0.106,-0.232,-0.465
2020_5_5,40,-11.4,-0.106,-0.0349,-0.128,-0.303
2020_5_5,41,-21.2,-0.205,-0.151,-0.197,-0.466
2020_5_5,42,-22.2,-0.208,-0.136,-0.192,-0.595
2020_5_5,44,-30.3,-0.277,-0.146,-0.337,-0.646
2020_5_5,45,-19.6,-0.14,-0.137,-0.112,-0.494
2020_5_5,46,-10.4,.,-0.0798,.,-0.379
2020_5_5,47,-15.6,-0.146,-0.12,-0.141,-0.375
2020_5_5,48,-15.2,-0.132,-0.126,-0.141,-0.365
2020_5_5,49,-16.7,-0.191,-0.115,-0.0632,-0.354
2020_5_5,50,-32.2,-0.221,-0.247,-0.276,-0.635
2020_5_5,51,-18.7,-0.147,-0.104,-0.216,-0.544
2020_5_5,53,-21.7,-0.176,-0.134,-0.318,-0.434
2020_5_5,54,-18.5,-0.243,-0.164,-0.124,-0.358
2020_5_5,55,-16.7,-0.142,-0.121,-0.153,-0.477
2020_5_5,56,-11.6,-0.125,-0.113,-0.0487,-0.351
2020_5_6,1,-18.8,-0.2,-0.174,-0.185,-0.361
2020_5_6,2,-24,-0.146,-0.103,-0.239,-0.543
2020_5_6,4,-15.4,-0.13,-0.103,-0.134,-0.465
2020_5_6,5,-13.6,-0.064,-0.051,.,-0.402
2020_5_6,6,-21.3,-0.214,-0.144,-0.221,-0.461
2020_5_6,8,-16.4,-0.173,-0.129,-0.137,-0.446
2020_5_6,9,-21.1,-0.24,-0.128,-0.246,-0.541
2020_5_6,10,-19.2,-0.111,-0.0858,-0.199,-0.563
2020_5_6,12,-17,-0.154,-0.0905,-0.15,-0.469
2020_5_6,13,-17.8,-0.14,-0.125,-0.176,-0.454
2020_5_6,15,-38.6,-0.298,-0.213,-0.343,-0.572
2020_5_6,16,-12,-0.0663,-0.115,-0.03,-0.378
2020_5_6,17,-15.5,-0.113,-0.105,-0.156,-0.467
2020_5_6,18,-17.1,-0.109,-0.0823,-0.117,-0.397
2020_5_6,19,-18.8,-0.148,-0.0756,-0.18,-0.451
2020_5_6,20,-14.9,-0.132,-0.0542,-0.147,-0.291
2020_5_6,21,-19.2,-0.184,-0.09,-0.191,-0.373
2020_5_6,22,-22,-0.22,-0.175,-0.156,-0.479
2020_5_6,23,-18.2,-0.171,-0.0296,-0.181,-0.466
2020_5_6,24,-20.5,-0.188,-0.176,-0.221,-0.474
2020_5_6,25,-25.2,-0.256,-0.133,-0.278,-0.569
2020_5_6,26,-31,-0.306,-0.223,-0.33,-0.57
2020_5_6,27,-19.6,-0.151,-0.135,-0.179,-0.56
2020_5_6,28,-16.1,-0.119,-0.113,-0.228,-0.238
2020_5_6,29,-12.7,-0.0862,-0.102,-0.103,-0.357
2020_5_6,30,-20.8,-0.149,-0.213,-0.193,-0.313
2020_5_6,31,-8.19,-0.0801,-0.0593,-0.161,-0.235
2020_5_6,32,-26.4,-0.224,-0.185,-0.167,-0.587
2020_5_6,33,-24.2,-0.206,-0.131,-0.278,-0.538
2020_5_6,34,-24.9,-0.241,-0.144,-0.308,-0.472
2020_5_6,35,-22.8,-0.229,-0.134,-0.161,-0.485
2020_5_6,36,-27.6,-0.283,-0.184,-0.276,-0.54
2020_5_6,37,-19.4,-0.141,-0.169,-0.152,-0.499
2020_5_6,38,-21.6,-0.139,-0.715,-0.289,.
2020_5_6,39,-19.9,-0.185,-0.104,-0.226,-0.459
2020_5_6,40,-11.1,-0.103,-0.033,-0.124,-0.293
2020_5_6,41,-21,-0.202,-0.15,-0.194,-0.462
2020_5_6,42,-21.8,-0.203,-0.134,-0.189,-0.59
2020_5_6,44,-29.8,-0.271,-0.143,-0.334,-0.64
2020_5_6,45,-19.2,-0.135,-0.135,-0.107,-0.485
2020_5_6,46,-10.3,.,-0.0786,.,-0.379
2020_5_6,47,-15.3,-0.143,-0.12,-0.137,-0.367
2020_5_6,48,-14.9,-0.129,-0.124,-0.136,-0.357
2020_5_6,49,-16.6,-0.189,-0.114,-0.0625,-0.349
2020_5_6,50,-32,-0.217,-0.244,-0.277,-0.63
2020_5_6,51,-18.4,-0.145,-0.101,-0.211,-0.54
2020_5_6,53,-21.3,-0.174,-0.131,-0.313,-0.428
2020_5_6,54,-18.3,-0.238,-0.164,-0.122,-0.353
2020_5_6,55,-16.6,-0.141,-0.12,-0.153,-0.471
2020_5_6,56,-11.6,-0.121,-0.119,-0.047,-0.361
2020_5_7,1,-18.6,-0.198,-0.174,-0.181,-0.355
2020_5_7,2,-23.7,-0.144,-0.0999,-0.237,-0.537
2020_5_7,4,-15.1,-0.127,-0.101,-0.13,-0.459
2020_5_7,5,-13.4,-0.0624,-0.0491,.,-0.393
2020_5_7,6,-21.1,-0.211,-0.142,-0.218,-0.457
2020_5_7,8,-16.1,-0.17,-0.127,-0.133,-0.441
2020_5_7,9,-20.8,-0.236,-0.126,-0.242,-0.536
2020_5_7,10,-19,-0.108,-0.0846,-0.196,-0.559
2020_5_7,12,-16.6,-0.15,-0.088,-0.145,-0.462
2020_5_7,13,-17.4,-0.137,-0.123,-0.17,-0.446
2020_5_7,15,-38,-0.293,-0.212,-0.338,-0.561
2020_5_7,16,-11.9,-0.0642,-0.113,-0.0305,-0.378
2020_5_7,17,-15.3,-0.111,-0.104,-0.155,-0.461
2020_5_7,18,-16.7,-0.104,-0.0802,-0.112,-0.39
2020_5_7,19,-18.6,-0.147,-0.0766,-0.176,-0.446
2020_5_7,20,-14.6,-0.128,-0.0533,-0.14,-0.287
2020_5_7,21,-19,-0.18,-0.0881,-0.187,-0.369
2020_5_7,22,-21.8,-0.218,-0.174,-0.153,-0.476
2020_5_7,23,-17.8,-0.168,-0.0268,-0.177,-0.458
2020_5_7,24,-20.3,-0.186,-0.176,-0.219,-0.47
2020_5_7,25,-24.8,-0.252,-0.131,-0.275,-0.563
2020_5_7,26,-30.5,-0.3,-0.219,-0.326,-0.564
2020_5_7,27,-19.4,-0.149,-0.134,-0.175,-0.555
2020_5_7,28,-15.8,-0.115,-0.111,-0.22,-0.233
2020_5_7,29,-12.4,-0.0828,-0.101,-0.0991,-0.347
2020_5_7,30,-20.1,-0.143,-0.205,-0.182,-0.297
2020_5_7,31,-7.98,-0.0787,-0.0583,-0.155,-0.229
2020_5_7,32,-26.1,-0.22,-0.181,-0.161,-0.585
2020_5_7,33,-23.8,-0.201,-0.128,-0.273,-0.533
2020_5_7,34,-24.6,-0.237,-0.142,-0.305,-0.468
2020_5_7,35,-22.6,-0.222,-0.132,-0.159,-0.483
2020_5_7,36,-27.2,-0.279,-0.182,-0.273,-0.535
2020_5_7,37,-19.1,-0.139,-0.167,-0.147,-0.491
2020_5_7,38,-21.1,-0.138,-0.709,-0.287,.
2020_5_7,39,-19.5,-0.18,-0.101,-0.219,-0.452
2020_5_7,40,-10.7,-0.1,-0.0309,-0.12,-0.284
2020_5_7,41,-20.8,-0.2,-0.148,-0.191,-0.458
2020_5_7,42,-21.5,-0.199,-0.131,-0.186,-0.585
2020_5_7,44,-29.4,-0.265,-0.141,-0.331,-0.633
2020_5_7,45,-18.7,-0.13,-0.133,-0.102,-0.476
2020_5_7,46,-10.1,.,-0.0774,.,-0.379
2020_5_7,47,-15,-0.14,-0.119,-0.134,-0.36
2020_5_7,48,-14.5,-0.126,-0.122,-0.131,-0.35
2020_5_7,49,-16.4,-0.186,-0.112,-0.0616,-0.345
2020_5_7,50,-31.7,-0.213,-0.242,-0.276,-0.626
2020_5_7,51,-18.1,-0.142,-0.0987,-0.207,-0.536
2020_5_7,53,-20.9,-0.171,-0.128,-0.309,-0.421
2020_5_7,54,-18.2,-0.234,-0.165,-0.12,-0.348
2020_5_7,55,-16.4,-0.139,-0.118,-0.151,-0.465
